Key,Value,source_file
2F,Volts Per Meter - Measure of electrical field strength,DE-355-4010-X12.json
2G,Volts (Alternating Current) - Measure of electrical potential,DE-355-4010-X12.json
2H,Volts (Direct Current) - Measure of electrical potential,DE-355-4010-X12.json
2I,British Thermal Units (BTUs) Per Hour - British thermal units per hour,DE-355-4010-X12.json
2J,Cubic Centimeters Per Second - Rate of flow,DE-355-4010-X12.json
2K,Cubic Feet Per Hour - Rate of flow,DE-355-4010-X12.json
2L,Cubic Feet Per Minute - Rate of flow,DE-355-4010-X12.json
2M,Centimeters Per Second - Rate of speed,DE-355-4010-X12.json
2N,Decibels - A unit for expressing the relative intensity of sounds on a scale of 0 for the least perceptible sound to about 130 for the average pain level,DE-355-4010-X12.json
2P,Kilobyte - Unit of computer storage capacity equal to 1000 bytes,DE-355-4010-X12.json
2Q,Kilobecquerel - Unit of radiation,DE-355-4010-X12.json
2R,Kilocurie - Unit of radiation,DE-355-4010-X12.json
2U,Megagram - Unit of mass,DE-355-4010-X12.json
2V,Megagrams Per Hour,DE-355-4010-X12.json
2W,Bin - Storage container used as a unit of measurement,DE-355-4010-X12.json
2X,Meters Per Minute - Measure of linear speed,DE-355-4010-X12.json
2Y,Milliroentgen - Unit of radiation,DE-355-4010-X12.json
2Z,Millivolts - Unit of electrical potential,DE-355-4010-X12.json
03,Seconds,DE-355-4010-X12.json
3B,Megajoule - Unit of energy or heat,DE-355-4010-X12.json
3C,Manmonth - Measure of work output by a single person during a typical work month,DE-355-4010-X12.json
3E,Pounds Per Pound of Product,DE-355-4010-X12.json
3F,Kilograms Per Liter of Product,DE-355-4010-X12.json
3G,Pounds Per Piece of Product,DE-355-4010-X12.json
3H,Kilograms Per Kilogram of Product,DE-355-4010-X12.json
3I,Kilograms Per Piece of Product,DE-355-4010-X12.json
04,Small Spray,DE-355-4010-X12.json
4A,Bobbin - A cylinder or spindle on which yarn or thread is wound,DE-355-4010-X12.json
4B,Cap - Designates that the cap of a container is manufactured to dimensions that enable it to be used as a measuring device when mixing the contents of the container with another substance,DE-355-4010-X12.json
4C,Centistokes - 1 * 10/-6 square meters/second,DE-355-4010-X12.json
4D,Curie - A unit of radioactivity equal to 3.7 * 10/10 disintegrations per second,DE-355-4010-X12.json
4E,20-Pack - Pack containing 20 units,DE-355-4010-X12.json
4F,100-Pack - Pack containing 100 units,DE-355-4010-X12.json
4G,"Microliter - 1/1,000,000 liter",DE-355-4010-X12.json
4H,Micrometer,DE-355-4010-X12.json
4I,Meters Per Second - Measure of linear speed,DE-355-4010-X12.json
4J,Meters Per Second Per Second - Measure of acceleration,DE-355-4010-X12.json
4K,Milliamperes - Unit of electrical current,DE-355-4010-X12.json
4L,Megabyte - Unit of computer storage capacity,DE-355-4010-X12.json
4M,Milligrams Per Hour - Unit of flow,DE-355-4010-X12.json
4N,Megabecquerel - Unit of radiation,DE-355-4010-X12.json
4O,Microfarad - Unit of electrical capacitance,DE-355-4010-X12.json
4P,Newtons Per Meter - Unit of measure for surface tension,DE-355-4010-X12.json
4Q,Ounce Inch - Unit of torque,DE-355-4010-X12.json
4R,Ounce Foot - Unit of torque,DE-355-4010-X12.json
4S,Pascal - Unit of pressure,DE-355-4010-X12.json
4T,Picofarad - Unit of electrical capacitance,DE-355-4010-X12.json
4U,Pounds Per Hour - Rate of flow,DE-355-4010-X12.json
4V,Cubic Meter Per Hour - Rate of flow,DE-355-4010-X12.json
4W,Ton Per Hour - Rate of flow,DE-355-4010-X12.json
4X,Kiloliter Per Hour - Rate of flow,DE-355-4010-X12.json
05,Lifts,DE-355-4010-X12.json
5A,Barrels per Minute - The number of 42 gallon barrels pumped or mixed in a time period of one minute,DE-355-4010-X12.json
5B,Batch - The quantity of material produced at one operation,DE-355-4010-X12.json
5C,Gallons per Thousand - The number of gallons of a component material used per one thousand gallons of a process made,DE-355-4010-X12.json
5E,MMSCF/Day - One million standard cubic feet of gas per day,DE-355-4010-X12.json
5F,"Pounds per Thousand - The number of pounds of solid material used in each 1000 gallons of fluid, mixed or pumped",DE-355-4010-X12.json
5G,Pump - The number of pumps used on a specific job,DE-355-4010-X12.json
5H,Stage - A period or step in a process or development,DE-355-4010-X12.json
5I,Standard Cubic Foot - One cubic foot of gas measured at a fixed temperature and pressure; the value used for the temperature and pressure varies depending on the type of gas being measured,DE-355-4010-X12.json
5J,Hydraulic Horse Power - A calculated measure of Horse Power using the formula rate (barrels per minute) times pressure (pounds per square inch) divided by 40.8,DE-355-4010-X12.json
5K,Count per Minute,DE-355-4010-X12.json
5P,Seismic Level,DE-355-4010-X12.json
5Q,Seismic Line,DE-355-4010-X12.json
06,"Digits - Expresses a value using total number of digits, e.g., 6 digits",DE-355-4010-X12.json
07,Strand,DE-355-4010-X12.json
08,Heat Lots,DE-355-4010-X12.json
8C,Cord,DE-355-4010-X12.json
8D,Duty,DE-355-4010-X12.json
8P,Project,DE-355-4010-X12.json
8R,Program,DE-355-4010-X12.json
8S,Session,DE-355-4010-X12.json
8U,Square Kilometer,DE-355-4010-X12.json
09,Tire,DE-355-4010-X12.json
10,Group,DE-355-4010-X12.json
11,Outfit,DE-355-4010-X12.json
12,Packet,DE-355-4010-X12.json
13,Ration,DE-355-4010-X12.json
14,Shot,DE-355-4010-X12.json
15,Stick,DE-355-4010-X12.json
16,115 Kilogram Drum - A cylindrical container whose contents weigh 115 kilograms when full,DE-355-4010-X12.json
17,100 Pound Drum - A cylindrical container whose contents weigh 100 pounds when full,DE-355-4010-X12.json
18,55 Gallon Drum - A cylindrical container whose volume is equal to 55 gallons,DE-355-4010-X12.json
19,"Tank Truck - A liquid-carrying highway vehicle whose volume is variable according to the customer's needs and which is used as a measure of goods ordered, sold, and delivered; differs from a tank car which transports liquids by rail",DE-355-4010-X12.json
20,20 Foot Container - A sea-land rectangular container box whose capacity is defined by its longest dimension and by which product shipments are measured and billed,DE-355-4010-X12.json
21,40 Foot Container - A sea-land rectangular container box whose capacity is defined by its longest dimension and by which product shipments are measured and billed,DE-355-4010-X12.json
22,"Deciliter per Gram - Represents viscosity, Cuene intrinsic viscosity, and limit intrinsic viscosity",DE-355-4010-X12.json
23,Grams per Cubic Centimeter - Represents product density,DE-355-4010-X12.json
24,Theoretical Pounds,DE-355-4010-X12.json
25,Grams per Square Centimeter - Represents product basis weight,DE-355-4010-X12.json
26,Actual Tons,DE-355-4010-X12.json
27,Theoretical Tons,DE-355-4010-X12.json
28,Kilograms per Square Meter - Represents product basis weight,DE-355-4010-X12.json
29,Pounds per 1000 Square Feet - Represents product basis weight,DE-355-4010-X12.json
30,Horsepower Days per Air Dry Metric Tons - Represents the energy requirements for processing a product,DE-355-4010-X12.json
31,Catchweight,DE-355-4010-X12.json
32,Kilograms per Air Dry Metric Tons - Represents chemical addition rate during product manufacture or chemical addition within the finished product,DE-355-4010-X12.json
33,Kilopascal Square Meters per Gram - Represents burst index measurement for pulp products,DE-355-4010-X12.json
34,Kilopascals per Millimeter - Represents hardness index of pulp products,DE-355-4010-X12.json
35,Milliliters per Square Centimeter Second - Represents porosity of a sheet of material,DE-355-4010-X12.json
36,Cubic Feet per Minute per Square Foot - Represents porosity of a sheet of material,DE-355-4010-X12.json
37,Ounces per Square Foot - Represents sheet weight,DE-355-4010-X12.json
38,Ounces per Square Foot per 0.01 Inch - Represents sheet density,DE-355-4010-X12.json
39,Basis Points,DE-355-4010-X12.json
40,Milliliter per Second - Represents rate of absorbency,DE-355-4010-X12.json
41,Milliliter per Minute - Represents rate of absorbency,DE-355-4010-X12.json
43,"Super Bulk Bag - A cloth, plastic, or paper-based bag having the dimensions of the pallet on which it is constructed and varying in height according to the weight and density of product contained; typically transports dry, loose materials in bulk form",DE-355-4010-X12.json
44,500 Kilogram Bulk Bag - A flexible container for bulk goods whose contents weigh 500 kilograms when full,DE-355-4010-X12.json
45,300 Kilogram Bulk Bag - A flexible container for bulk goods whose contents weigh 300 kilograms when full,DE-355-4010-X12.json
46,25 Kilogram Bulk Bag - A flexible container for bulk goods whose contents weigh 25 kilograms when full,DE-355-4010-X12.json
47,50 Pound Bag - A flexible container whose contents weigh 50 pounds when full,DE-355-4010-X12.json
48,Bulk Car Load - A fully loaded rail car containing dry bulk loose materials,DE-355-4010-X12.json
50,Actual Kilograms,DE-355-4010-X12.json
51,Actual Tonnes,DE-355-4010-X12.json
52,Credits,DE-355-4010-X12.json
53,Theoretical Kilograms,DE-355-4010-X12.json
54,Theoretical Tonnes,DE-355-4010-X12.json
56,Sitas,DE-355-4010-X12.json
57,"Mesh - Linear measurement of the open area of screen, net, weave, or similarly constructed item",DE-355-4010-X12.json
58,Net Kilograms,DE-355-4010-X12.json
59,Parts Per Million,DE-355-4010-X12.json
60,Percent Weight,DE-355-4010-X12.json
61,Parts Per Billion,DE-355-4010-X12.json
62,Percent Per 1000 Hours,DE-355-4010-X12.json
63,Failure Rate In Time,DE-355-4010-X12.json
64,Pounds Per Square Inch Gauge,DE-355-4010-X12.json
65,Coulomb - Unit of charge,DE-355-4010-X12.json
66,Oersteds,DE-355-4010-X12.json
67,Siemens - Unit of admittance,DE-355-4010-X12.json
68,Ampere,DE-355-4010-X12.json
69,Test Specific Scale,DE-355-4010-X12.json
70,Volt,DE-355-4010-X12.json
71,Volt-Ampere Per Pound,DE-355-4010-X12.json
72,Watts Per Pound,DE-355-4010-X12.json
73,Ampere Turn Per Centimeter,DE-355-4010-X12.json
74,Milli Pascals,DE-355-4010-X12.json
76,Gauss,DE-355-4010-X12.json
77,Mil,DE-355-4010-X12.json
78,Kilogauss,DE-355-4010-X12.json
79,Electron Volt,DE-355-4010-X12.json
80,Pounds Per Square Inch Absolute,DE-355-4010-X12.json
81,Henry - Unit of inductance,DE-355-4010-X12.json
82,Ohm - Unit of resistance,DE-355-4010-X12.json
83,Farad - Unit of capacitance,DE-355-4010-X12.json
84,Kilo Pounds Per Square Inch (KSI),DE-355-4010-X12.json
85,Foot Pounds,DE-355-4010-X12.json
86,Joules,DE-355-4010-X12.json
87,Pounds per Cubic Foot,DE-355-4010-X12.json
89,Poise,DE-355-4010-X12.json
90,"Saybold Universal Second - A measure of kinematic viscosity, usually of oil",DE-355-4010-X12.json
91,Stokes,DE-355-4010-X12.json
92,Calories per Cubic Centimeter,DE-355-4010-X12.json
93,Calories per Gram,DE-355-4010-X12.json
94,Curl Units,DE-355-4010-X12.json
95,"20,000 Gallon Tankcar - A 20,000 gallon liquid capacity enclosed rail car ",DE-355-4010-X12.json
96,"10,000 Gallon Tankcar - A 10,000 gallon liquid capacity enclosed rail car",DE-355-4010-X12.json
97,10 Kilogram Drum - A cylindrical container whose contents weigh 10 kilograms when full,DE-355-4010-X12.json
98,15 Kilogram Drum - A cylindrical container whose contents weigh 15 kilograms when full,DE-355-4010-X12.json
99,Watt,DE-355-4010-X12.json
A8,Dollars per Hours - A rate expressed in dollars per hour to be charged for each hour worked,DE-355-4010-X12.json
AA,Ball,DE-355-4010-X12.json
AB,Bulk Pack,DE-355-4010-X12.json
AC,Acre,DE-355-4010-X12.json
AD,"Bytes - A computer string of data that consists of a quantity of bits, treated as a unit; a bit is a binary digit",DE-355-4010-X12.json
AE,Amperes per Meter,DE-355-4010-X12.json
AF,Centigram - A unit of metric weight equal to 0.01 gram or 0.000035 ounce,DE-355-4010-X12.json
AG,Angstrom,DE-355-4010-X12.json
AH,"Additional Minutes - The minutes, usually associated with usage-sensitive pricing of telecommunication services, which are above the minutes allowed for that particular service",DE-355-4010-X12.json
AI,Average Minutes Per Call - The total number of minutes of a category of calls divided by the total number of calls within the category for telephone services calculated to provide call summary details,DE-355-4010-X12.json
AJ,"Cop - A cylindrical or conical mass of thread, yarn, or cable on a quill or a tube",DE-355-4010-X12.json
AK,Fathom - A unit of length equal to 6.0 feet or 1.829 meters,DE-355-4010-X12.json
AL,Access Lines - Number of lines subject to Carrier Access Line Charges,DE-355-4010-X12.json
AM,Ampoule,DE-355-4010-X12.json
AN,Minutes or Messages - Number of minutes or messages contracted or used in telephone services where either the number of minutes or messages are the unit of measure for the calculation of charges,DE-355-4010-X12.json
AO,Ampere-turn,DE-355-4010-X12.json
AP,Aluminum Pounds Only,DE-355-4010-X12.json
AQ,Anti-hemophilic Factor (AHF) Units - Intravenous administering of blood products that have been tested for potency against the U.S. medical unit of measure,DE-355-4010-X12.json
AR,Suppository,DE-355-4010-X12.json
AS,Assortment,DE-355-4010-X12.json
AT,"Atmosphere - Equal to the pressure of the air at sea level, or approximately 14.7 pounds per square inch",DE-355-4010-X12.json
AU,Ocular Insert System - A drug delivery system which is placed in the lower conjunctival formix from which the drug diffuses through a membrane at a constant rate over a seven-day period,DE-355-4010-X12.json
AV,Capsule - A compact metallic or plastic container for liquids or solids,DE-355-4010-X12.json
AW,Powder-Filled Vials - Standard unit of intravenous blood product that has to be reconstituted with a liquid before being administered,DE-355-4010-X12.json
AX,Twenty - 20 each of an item of supply,DE-355-4010-X12.json
AY,Assembly,DE-355-4010-X12.json
AZ,British Thermal Units (BTUs) per Pound,DE-355-4010-X12.json
B0,British Thermal Units (BTUs) per Cubic Foot,DE-355-4010-X12.json
B1,Barrels per Day,DE-355-4010-X12.json
B2,Bunks,DE-355-4010-X12.json
B3,Batting Pound,DE-355-4010-X12.json
B4,"Barrel, Imperial",DE-355-4010-X12.json
B5,Billet,DE-355-4010-X12.json
B6,Bun,DE-355-4010-X12.json
B7,Cycles,DE-355-4010-X12.json
B8,Board,DE-355-4010-X12.json
B9,Batt,DE-355-4010-X12.json
BA,Bale,DE-355-4010-X12.json
BB,Base Box,DE-355-4010-X12.json
BC,Bucket,DE-355-4010-X12.json
BD,Bundle,DE-355-4010-X12.json
BE,Beam,DE-355-4010-X12.json
BF,Board Feet,DE-355-4010-X12.json
BG,Bag,DE-355-4010-X12.json
BH,Brush,DE-355-4010-X12.json
BI,"Bar - A centimeter-gram-second unit of pressure, equal to one million dynes per square centimeter",DE-355-4010-X12.json
BJ,Band,DE-355-4010-X12.json
BK,Book,DE-355-4010-X12.json
BL,Block,DE-355-4010-X12.json
BM,Bolt,DE-355-4010-X12.json
BN,Bulk,DE-355-4010-X12.json
BO,Bottle,DE-355-4010-X12.json
BP,100 Board Feet,DE-355-4010-X12.json
BQ,Brake horse power - The horsepower made available by an engine or turbine for driving machinery other then itself,DE-355-4010-X12.json
BR,Barrel,DE-355-4010-X12.json
BS,Basket,DE-355-4010-X12.json
BT,Belt,DE-355-4010-X12.json
BU,Bushel - 32 dry quarts,DE-355-4010-X12.json
BV,"Bushel, Dry Imperial",DE-355-4010-X12.json
BW,Base Weight,DE-355-4010-X12.json
BX,Box,DE-355-4010-X12.json
BY,British Thermal Unit (BTU),DE-355-4010-X12.json
BZ,Million BTU's,DE-355-4010-X12.json
C0,Calls - Number of calls handled,DE-355-4010-X12.json
C1,Composite Product Pounds (Total Weight),DE-355-4010-X12.json
C2,Carset,DE-355-4010-X12.json
C3,Centiliter,DE-355-4010-X12.json
C4,Carload,DE-355-4010-X12.json
C5,Cost,DE-355-4010-X12.json
C6,Cell,DE-355-4010-X12.json
